timestamp, pstate, power.management, power.draw [W], power.limit [W], power.default_limit [W], power.min_limit [W], power.max_limit [W], temperature.gpu, temperature.memory, memory.used [MiB], memory.total [MiB], memory.free [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/03/28 12:03:08.701, P0, Enabled, 49.39, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 1080, 1215
2026/03/28 12:03:09.709, P0, Enabled, 47.11, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 1125, 1215
2026/03/28 12:03:10.709, P0, Enabled, 47.05, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 225, 1215
2026/03/28 12:03:11.710, P0, Enabled, 40.20, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:12.711, P0, Enabled, 40.17, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:13.713, P0, Enabled, 40.07, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:14.713, P0, Enabled, 40.10, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:15.714, P0, Enabled, 39.99, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:16.715, P0, Enabled, 40.12, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:17.715, P0, Enabled, 40.05, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:18.716, P0, Enabled, 40.05, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:19.717, P0, Enabled, 40.12, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:20.717, P0, Enabled, 39.85, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:21.718, P0, Enabled, 40.10, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:22.719, P0, Enabled, 39.96, 250.00, 250.00, 150.00, 250.00, 35, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:23.719, P0, Enabled, 40.07, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:24.720, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:25.721, P0, Enabled, 40.10, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:26.721, P0, Enabled, 40.01, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:27.722, P0, Enabled, 40.05, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:28.723, P0, Enabled, 39.97, 250.00, 250.00, 150.00, 250.00, 34, 33, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:29.723, P0, Enabled, 39.96, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:30.724, P0, Enabled, 40.10, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:31.725, P0, Enabled, 40.10, 250.00, 250.00, 150.00, 250.00, 34, 33, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:32.725, P0, Enabled, 39.97, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:33.726, P0, Enabled, 39.95, 250.00, 250.00, 150.00, 250.00, 34, 33, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:34.727, P0, Enabled, 39.91, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:35.727, P0, Enabled, 39.99, 250.00, 250.00, 150.00, 250.00, 34, 33, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:36.728, P0, Enabled, 40.00, 250.00, 250.00, 150.00, 250.00, 34, 34, 1, 40960, 40445, 210, 1215
2026/03/28 12:03:37.729, P0, Enabled, 39.96, 250.00, 250.00, 150.00, 250.00, 34, 33, 1, 40960, 40445, 210, 1215
