timestamp, pstate, power.management, power.draw [W], power.limit [W], power.default_limit [W], power.min_limit [W], power.max_limit [W], temperature.gpu, temperature.memory, memory.used [MiB], memory.total [MiB], memory.free [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/04 13:20:57.008, P0, Enabled, 46.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 1410, 1215
2026/04/04 13:20:58.020, P0, Enabled, 65.46, 250.00, 250.00, 150.00, 250.00, 38, 38, 1, 40960, 40445, 1410, 1215
2026/04/04 13:20:59.020, P0, Enabled, 40.76, 250.00, 250.00, 150.00, 250.00, 37, 38, 1, 40960, 40445, 285, 1215
2026/04/04 13:21:00.021, P0, Enabled, 40.08, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:01.022, P0, Enabled, 40.08, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:02.023, P0, Enabled, 40.08, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:03.023, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:04.024, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:05.025, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:06.026, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:07.026, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:08.027, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:09.028, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:10.029, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:11.029, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:12.030, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:13.031, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:14.032, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:15.032, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:16.033, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:17.034, P0, Enabled, 40.08, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:18.035, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:19.035, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:20.036, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:21.037, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:22.037, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:23.038, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:24.039, P0, Enabled, 39.89, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:25.040, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:26.040, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:27.041, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:28.042, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:29.043, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:30.043, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:31.044, P0, Enabled, 39.88, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:32.045, P0, Enabled, 39.98, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/04/04 13:21:33.046, P0, Enabled, 39.99, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
