timestamp, pstate, power.management, power.draw [W], power.limit [W], power.default_limit [W], power.min_limit [W], power.max_limit [W], temperature.gpu, temperature.memory, memory.used [MiB], memory.total [MiB], memory.free [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/03/29 06:16:02.095, P0, Enabled, 45.78, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 1410, 1215
2026/03/29 06:16:03.102, P0, Enabled, 60.99, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 1410, 1215
2026/03/29 06:16:04.102, P0, Enabled, 39.10, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 285, 1215
2026/03/29 06:16:05.102, P0, Enabled, 38.67, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:06.103, P0, Enabled, 38.58, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:07.105, P0, Enabled, 38.37, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:08.108, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:09.108, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:10.109, P0, Enabled, 38.69, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:11.110, P0, Enabled, 38.58, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:12.110, P0, Enabled, 38.56, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:13.111, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:14.112, P0, Enabled, 38.62, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:15.112, P0, Enabled, 38.70, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:16.113, P0, Enabled, 38.47, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:17.114, P0, Enabled, 38.56, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:18.115, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:19.115, P0, Enabled, 38.47, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:20.116, P0, Enabled, 38.58, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:21.117, P0, Enabled, 38.57, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:22.118, P0, Enabled, 38.52, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:23.118, P0, Enabled, 38.60, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:24.119, P0, Enabled, 38.61, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:25.120, P0, Enabled, 38.56, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:26.121, P0, Enabled, 38.56, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:27.121, P0, Enabled, 38.47, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:28.122, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:29.123, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:30.124, P0, Enabled, 38.69, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:31.125, P0, Enabled, 38.58, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:32.126, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:33.127, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:34.127, P0, Enabled, 38.70, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:35.128, P0, Enabled, 38.66, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:36.129, P0, Enabled, 38.56, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:37.129, P0, Enabled, 38.57, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:38.130, P0, Enabled, 38.48, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:39.131, P0, Enabled, 38.51, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:40.132, P0, Enabled, 38.56, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:41.133, P0, Enabled, 38.51, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:42.133, P0, Enabled, 38.51, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:43.134, P0, Enabled, 38.51, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:44.135, P0, Enabled, 38.58, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:45.135, P0, Enabled, 38.56, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:46.136, P0, Enabled, 38.63, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:47.137, P0, Enabled, 38.38, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:48.137, P0, Enabled, 38.59, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:49.138, P0, Enabled, 38.37, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
2026/03/29 06:16:50.139, P0, Enabled, 38.51, 250.00, 250.00, 150.00, 250.00, 32, 31, 1, 40960, 40445, 210, 1215
