timestamp, pstate, power.management, power.draw [W], power.limit [W], power.default_limit [W], power.min_limit [W], power.max_limit [W], temperature.gpu, temperature.memory, memory.used [MiB], memory.total [MiB], memory.free [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/03/23 17:40:22.058, P0, Enabled, 48.09, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 1095, 1215
2026/03/23 17:40:23.067, P0, Enabled, 51.67, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 1200, 1215
2026/03/23 17:40:24.068, P0, Enabled, 42.10, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 240, 1215
2026/03/23 17:40:25.068, P0, Enabled, 41.12, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:26.069, P0, Enabled, 40.94, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:27.070, P0, Enabled, 41.01, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:28.073, P0, Enabled, 40.93, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:29.074, P0, Enabled, 41.03, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:30.075, P0, Enabled, 41.00, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:31.076, P0, Enabled, 40.93, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:32.076, P0, Enabled, 40.82, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:33.077, P0, Enabled, 40.91, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:34.078, P0, Enabled, 40.90, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:35.079, P0, Enabled, 41.02, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:36.079, P0, Enabled, 41.02, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:37.080, P0, Enabled, 40.93, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:38.081, P0, Enabled, 40.90, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:39.081, P0, Enabled, 40.98, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:40.082, P0, Enabled, 40.82, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:41.083, P0, Enabled, 40.91, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:42.084, P0, Enabled, 41.03, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:43.084, P0, Enabled, 41.03, 250.00, 250.00, 150.00, 250.00, 37, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:44.085, P0, Enabled, 41.01, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:45.085, P0, Enabled, 40.88, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:46.086, P0, Enabled, 40.92, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:47.087, P0, Enabled, 41.02, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:48.088, P0, Enabled, 41.01, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:49.088, P0, Enabled, 41.11, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:50.089, P0, Enabled, 41.00, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:51.090, P0, Enabled, 40.94, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:52.091, P0, Enabled, 41.02, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:53.091, P0, Enabled, 40.92, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:54.092, P0, Enabled, 41.02, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:55.093, P0, Enabled, 40.88, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:56.093, P0, Enabled, 40.88, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:57.094, P0, Enabled, 40.88, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:58.095, P0, Enabled, 41.00, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:40:59.096, P0, Enabled, 40.90, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:00.096, P0, Enabled, 40.92, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:01.097, P0, Enabled, 40.88, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:02.098, P0, Enabled, 40.90, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:03.098, P0, Enabled, 41.10, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:04.099, P0, Enabled, 40.90, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:05.100, P0, Enabled, 40.88, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:06.101, P0, Enabled, 40.98, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:07.101, P0, Enabled, 41.01, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:08.102, P0, Enabled, 40.89, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:09.103, P0, Enabled, 40.98, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:10.103, P0, Enabled, 41.11, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:11.104, P0, Enabled, 40.98, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:12.105, P0, Enabled, 40.89, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:13.105, P0, Enabled, 40.91, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:14.106, P0, Enabled, 40.80, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:15.107, P0, Enabled, 40.79, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:16.107, P0, Enabled, 41.11, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:17.108, P0, Enabled, 40.81, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
2026/03/23 17:41:18.109, P0, Enabled, 40.88, 250.00, 250.00, 150.00, 250.00, 38, 37, 1, 40960, 40445, 210, 1215
