timestamp, pstate, power.management, power.draw [W], power.limit [W], power.default_limit [W], power.min_limit [W], power.max_limit [W], temperature.gpu, temperature.memory, memory.used [MiB], memory.total [MiB], memory.free [MiB], clocks.current.sm [MHz], clocks.current.memory [MHz]
2026/04/05 07:58:04.132, P0, Enabled, 44.62, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 1065, 1215
2026/04/05 07:58:05.140, P0, Enabled, 63.81, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 1410, 1215
2026/04/05 07:58:06.141, P0, Enabled, 40.04, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 285, 1215
2026/04/05 07:58:07.142, P0, Enabled, 39.67, 250.00, 250.00, 150.00, 250.00, 32, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:08.142, P0, Enabled, 39.62, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:09.143, P0, Enabled, 39.62, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:10.144, P0, Enabled, 39.67, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:11.145, P0, Enabled, 39.57, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:12.145, P0, Enabled, 39.60, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:13.146, P0, Enabled, 39.59, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:14.147, P0, Enabled, 39.57, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
2026/04/05 07:58:15.147, P0, Enabled, 39.75, 250.00, 250.00, 150.00, 250.00, 31, 32, 1, 40960, 40445, 210, 1215
